time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-07-25T02:25:42.940Z,38.8238335,-122.8436661,2.68,0.78,md,8,143,0.006784,0.01,nc,nc72264116,2014-07-25T02:27:16.180Z,"9km NW of The Geysers, California",earthquake
2014-07-25T02:25:15.460Z,32.9128333,-116.2576667,7.46,1.28,ml,16,83,0.005425,0.16,ci,ci15530769,2014-07-25T14:52:00.080Z,"27km ENE of Pine Valley, California",earthquake
2014-07-25T02:24:24.310Z,33.3868333,-116.3618333,5.57,0.73,ml,16,154,0.06011,0.1,ci,ci15530761,2014-07-25T14:47:36.310Z,"14km N of Borrego Springs, California",earthquake
2014-07-25T02:23:41.000Z,60.3263,-140.219,10.1,0.9,ml,,,,0.76,ak,ak11349592,2014-08-05T17:37:26.146Z,"91km NNW of Yakutat, Alaska",earthquake
2014-07-25T02:22:58.490Z,33.406,-116.4345,13.97,0.46,ml,14,128,0.1173,0.12,ci,ci15530753,2014-07-25T14:44:01.780Z,"17km NNW of Borrego Springs, California",earthquake
2014-07-25T02:01:30.690Z,38.8001667,-122.8125,2.29,0.22,md,16,123,0.01393,0.08,nc,nc72264111,2014-08-07T21:45:11.630Z,"5km WNW of The Geysers, California",earthquake
2014-07-25T01:48:21.000Z,62.6319,-149.3695,13.2,1.6,ml,,,,0.55,ak,ak11336213,2014-08-05T17:34:41.366Z,"51km NE of Talkeetna, Alaska",earthquake
2014-07-25T01:41:37.000Z,62.6224,-149.3425,9,2.8,ml,,,,0.83,ak,ak11336204,2014-08-05T17:35:05.853Z,"51km NE of Talkeetna, Alaska",earthquake
2014-07-25T01:39:10.570Z,37.6498333,-118.9746667,0.2,0.12,md,6,251,0.04202,0.09,nc,nc72264106,2014-08-07T21:45:01.370Z,"0km WNW of Mammoth Lakes, California",earthquake
2014-07-25T01:32:50.910Z,37.6696667,-118.8493333,6.89,0.64,md,16,164,0.02868,0.03,nc,nc72264101,2014-08-07T21:44:51.080Z,"11km ENE of Mammoth Lakes, California",earthquake
2014-07-25T01:28:49.000Z,51.9623,179.614,5.8,0.5,ml,,,,0.1,ak,ak11336203,2014-08-05T17:36:09.153Z,"1km NE of Semisopochnoi Island, Alaska",earthquake
2014-07-25T01:23:31.000Z,52.0305,179.7193,4.8,1.5,ml,,,,0.61,ak,ak11336202,2014-08-05T17:36:07.321Z,"11km NE of Semisopochnoi Island, Alaska",earthquake
2014-07-25T00:58:55.000Z,60.1181,-152.4736,93.2,1.3,ml,,,,0.25,ak,ak11336196,2014-08-05T17:36:05.647Z,"43km SSE of Redoubt Volcano, Alaska",earthquake
2014-07-25T00:53:28.980Z,37.6665,-118.8526667,6.58,0.68,md,17,158,0.03145,0.02,nc,nc72264096,2014-08-07T21:44:40.770Z,"10km E of Mammoth Lakes, California",earthquake
2014-07-25T00:44:03.600Z,43.7395,-121.1888,3.2,1.1,Ml,,147.6,0.02694946,0.11,uw,uw60826792,2014-07-31T18:18:05.536Z,"24km ESE of Three Rivers, Oregon",earthquake
2014-07-25T00:43:53.000Z,64.2244,-149.9189,0.5,0.7,ml,,,,0.54,ak,ak11349585,2014-08-05T17:37:24.111Z,"55km SW of North Nenana, Alaska",earthquake
2014-07-25T00:36:54.613Z,38.4832,-119.4432,5.7032,0.85,ml,3,227.49,0.022,0.0003,nn,nn00453646,2014-07-29T18:22:28.427Z,"31km NW of Bridgeport, California",earthquake
2014-07-25T00:31:40.000Z,63.0258,-150.4331,102.7,1.3,ml,,,,0.29,ak,ak11336191,2014-08-05T17:34:45.522Z,"79km NNW of Talkeetna, Alaska",earthquake
2014-07-25T00:30:24.600Z,38.7903328,-122.7624969,2.32,0.28,md,8,107,0.01975,0.01,nc,nc72264091,2014-07-25T01:14:07.842Z,"1km NNW of The Geysers, California",earthquake
2014-07-25T00:25:58.000Z,60.3235,-140.2939,16.2,1.7,ml,,,,0.75,ak,ak11336187,2014-08-05T17:34:44.255Z,"92km NNW of Yakutat, Alaska",earthquake
2014-07-25T00:19:20.000Z,63.766,-149.075,6.5,0.8,ml,,,,0.53,ak,ak11336184,2014-08-05T17:37:44.988Z,"11km SSW of Healy, Alaska",earthquake
2014-07-25T00:19:01.000Z,51.9877,179.7176,5,0.8,ml,,,,0.57,ak,ak11336182,2014-08-05T17:36:03.889Z,"8km ENE of Semisopochnoi Island, Alaska",earthquake
2014-07-25T00:13:38.090Z,38.7928352,-122.7621689,1.4,0.52,md,7,113,0.02226,0.04,nc,nc72264086,2014-07-25T00:15:11.200Z,"1km NNW of The Geysers, California",earthquake
2014-07-25T00:02:39.650Z,-21.4084,-179.2981,615.94,4.6,mb,,53,4.418,0.63,us,usb000rx1k,2014-07-25T08:05:20.759Z,"104km SW of Ndoi Island, Fiji",earthquake
2014-07-24T23:57:28.400Z,10.4125,125.2667,37.99,5.3,mb,,87,3.335,0.97,us,usb000rx1j,2014-07-26T14:12:35.000Z,"6km NNE of Hinundayan, Philippines",earthquake
2014-07-24T23:43:26.000Z,65.0156,-147.4609,5.7,1,ml,,,,0.48,ak,ak11336172,2014-07-25T00:22:10.056Z,"23km NNE of Fairbanks, Alaska",earthquake
2014-07-24T23:32:51.500Z,38.8072,-122.8217,2.4,1.2,Md,20,61.2,0.01796631,0.03,nc,nc72264076,2014-07-25T00:51:05.190Z,"6km WNW of The Geysers, California",earthquake
2014-07-24T23:31:42.600Z,38.8208,-122.8128,2.5,0.4,Md,13,79.2,0,0.02,nc,nc72264071,2014-07-24T23:33:15.222Z,"6km NW of The Geysers, California",earthquake
2014-07-24T23:29:45.180Z,35.733,-121.1245,6.12,1.56,md,27,53,0.02561,0.13,nc,nc72264066,2014-08-07T21:44:30.450Z,"11km NNE of San Simeon, California",earthquake
2014-07-24T23:29:23.000Z,61.7511,-149.8162,50.5,1.2,ml,,,,0.35,ak,ak11336170,2014-07-25T00:22:09.137Z,"11km E of Willow, Alaska",earthquake
2014-07-24T23:16:13.550Z,35.737,-121.1201667,6.36,1.93,md,58,51,0.02503,0.09,nc,nc72264061,2014-08-07T21:44:20.000Z,"12km NNE of San Simeon, California",earthquake
2014-07-24T23:09:04.010Z,28.4955,-43.7391,10,4.7,mb,,134,24.005,0.53,us,usb000rx1f,2014-07-25T07:11:30.643Z,"Northern Mid-Atlantic Ridge",earthquake
2014-07-24T23:03:36.440Z,34.2453333,-117.5615,7.24,0.92,ml,7,127,0.06325,0.09,ci,ci15530737,2014-07-24T23:48:34.770Z,"13km NE of San Antonio Heights, California",earthquake
2014-07-24T23:01:00.000Z,60.2338,-141.1047,6,1.4,ml,,,,0.95,ak,ak11336168,2014-07-24T23:45:05.990Z,"75km ENE of Cape Yakataga, Alaska",earthquake
2014-07-24T23:00:26.360Z,33.6426667,-116.755,13.54,1.17,ml,20,64,0.04944,0.09,ci,ci15530729,2014-07-24T23:52:46.450Z,"11km SSW of Idyllwild-Pine Cove, California",earthquake
2014-07-24T22:59:48.680Z,38.8336678,-122.8003311,2.25,1.18,md,17,59,0.01277,0.02,nc,nc72264056,2014-07-25T03:16:07.317Z,"6km W of Cobb, California",earthquake
2014-07-24T22:49:26.000Z,62.1341,-148.5759,32.7,1.1,ml,,,,0.16,ak,ak11336162,2014-07-24T23:45:08.188Z,"40km NNE of Sutton-Alpine, Alaska",earthquake
2014-07-24T22:47:58.000Z,63.5668,-147.524,0,1.6,ml,,,,0.69,ak,ak11336159,2014-07-24T23:45:06.910Z,"73km ENE of Cantwell, Alaska",earthquake
2014-07-24T22:27:50.360Z,36.407,-116.9571667,5.31,0.92,ml,11,72,0.09668,0.13,ci,ci15530713,2014-07-24T22:55:32.968Z,"59km SSW of Beatty, Nevada",earthquake
2014-07-24T22:22:12.420Z,38.6641667,-122.3811667,7.83,0.85,md,8,152,0.04194,0.02,nc,nc72264051,2014-08-07T21:44:09.640Z,"11km NNE of Angwin, California",earthquake
2014-07-24T22:11:57.940Z,37.7733333,-122.5938333,6.85,1.52,md,29,99,0.07617,0.06,nc,nc72264046,2014-08-07T21:43:59.310Z,"12km SSW of Tamalpais-Homestead Valley, California",earthquake
2014-07-24T21:55:00.738Z,36.785,-115.8101,0,0.24,ml,11,249.01,0.152,0.1024,nn,nn00453108,2014-07-24T22:25:04.252Z,"65km NNE of Pahrump, Nevada",earthquake
2014-07-24T21:51:10.400Z,-36.6247,-73.6893,13.01,4.6,mb,,124,0.576,0.62,us,usb000rx12,2014-07-25T05:53:49.918Z,"52km W of Talcahuano, Chile",earthquake
2014-07-24T21:25:58.000Z,60.3214,-141.354,12.8,1.4,ml,,,,1,ak,ak11336124,2014-07-24T22:01:04.366Z,"66km ENE of Cape Yakataga, Alaska",earthquake
2014-07-24T21:24:08.000Z,63.547,-147.6224,1,0.5,ml,,,,0.73,ak,ak11336123,2014-07-24T22:34:11.831Z,"68km ENE of Cantwell, Alaska",earthquake
2014-07-24T21:23:46.710Z,35.6878333,-121.1308333,6.22,0.98,md,11,120,0.01948,0.05,nc,nc72264036,2014-08-07T21:43:48.940Z,"7km NE of San Simeon, California",earthquake
2014-07-24T21:23:44.000Z,49.402,-120.5077,0,2.3,Md,,208.8,0.58390493,0.46,uw,uw60826687,2014-07-24T22:03:41.337Z,"6km S of Princeton, Canada",quarry
2014-07-24T21:23:21.236Z,41.8784,-119.6376,0,1.62,ml,3,220.17,0.496,0.0561,nn,nn00453117,2014-07-24T23:03:50.273Z,"68km ESE of Lakeview, Oregon",earthquake
2014-07-24T21:06:33.350Z,36.0605,-117.8896667,4.82,0.46,ml,5,247,0.06371,0.03,ci,ci15530705,2014-07-24T22:40:06.857Z,"46km N of Inyokern, California",earthquake
2014-07-24T21:03:48.545Z,36.7805,-115.8253,5.3104,1.05,ml,18,138.92,0.139,0.1533,nn,nn00453098,2014-07-24T21:30:31.966Z,"65km NNE of Pahrump, Nevada",earthquake
2014-07-24T20:43:38.500Z,46.0855,-122.5112,14.7,0.1,Md,,136.8,0.08084838,0.1,uw,uw60064308,2014-07-31T17:57:23.317Z,"20km NNW of Amboy, Washington",earthquake
2014-07-24T20:36:31.000Z,59.2975,-152.203,90.4,1.8,ml,,,,0.63,ak,ak11336118,2014-07-24T21:29:14.243Z,"53km SW of Homer, Alaska",earthquake
2014-07-24T20:09:50.100Z,38.7783,-122.7212,2.4,1.2,Md,14,82.8,0.00898315,0.04,nc,nc72264026,2014-07-24T23:57:07.031Z,"3km E of The Geysers, California",earthquake
2014-07-24T20:08:17.000Z,59.7623,-148.1084,4.8,2.2,ml,,,,0.89,ak,ak11336107,2014-07-24T20:55:18.312Z,"83km ESE of Seward, Alaska",earthquake
2014-07-24T20:01:35.000Z,60.1496,-141.4027,0,1.3,ml,,,,0.89,ak,ak11336106,2014-07-24T20:55:16.713Z,"57km E of Cape Yakataga, Alaska",earthquake
2014-07-24T19:55:59.000Z,63.8,-148.9774,13.2,1,ml,,,,0.4,ak,ak11336102,2014-07-24T20:55:20.344Z,"6km S of Healy, Alaska",earthquake
2014-07-24T19:51:43.300Z,38.8237,-122.8292,2.7,0.9,Md,11,86.4,0.00898315,0.02,nc,nc72264021,2014-07-24T20:42:05.610Z,"8km NW of The Geysers, California",earthquake
2014-07-24T19:44:44.000Z,60.2261,-141.4045,0,0.6,ml,8,122.399990208001,,0.81,ak,ak11336099,2014-07-24T20:39:26.193Z,"59km ENE of Cape Yakataga, Alaska",earthquake
2014-07-24T19:42:22.109Z,41.8539,-119.6395,2.6515,1.62,ml,4,224.13,0.497,0.0048,nn,nn00453092,2014-07-24T20:53:48.003Z,"69km ESE of Lakeview, Oregon",earthquake
2014-07-24T19:38:14.500Z,46.4348,-122.3832,19.3,0.2,Md,,262.8,0.13474729,0.09,uw,uw60064213,2014-07-30T21:24:51.438Z,"16km SSW of Morton, Washington",earthquake
2014-07-24T19:38:11.000Z,60.5123,-142.9599,15,1.7,ml,32,46.7999962560003,,0.69,ak,ak11336049,2014-07-24T20:39:17.995Z,"57km NNW of Cape Yakataga, Alaska",earthquake
2014-07-24T19:36:45.080Z,32.9091667,-116.2668333,7.66,1.47,ml,27,85,0.01393,0.23,ci,ci15530697,2014-07-24T20:47:05.750Z,"26km ENE of Pine Valley, California",earthquake
2014-07-24T19:36:11.580Z,34.0463333,-117.3371667,0.01,1.11,ml,18,63,0.04935,0.22,ci,ci15530689,2014-07-24T20:40:49.848Z,"2km WNW of Grand Terrace, California",quarry_blast
2014-07-24T19:33:06.700Z,40.3315,-111.8007,7.8,0.9,Md,,111.6,0.08084838,0.07,uu,uu60078387,2014-07-25T20:23:13.678Z,"5km S of American Fork, Utah",earthquake
2014-07-24T19:26:50.000Z,60.5135,-142.8429,33.2,1.1,ml,,,,0.72,ak,ak11335719,2014-07-24T20:37:09.086Z,"54km NNW of Cape Yakataga, Alaska",earthquake
2014-07-24T19:26:37.800Z,46.1627,-119.0938,0,1.4,Md,,136.8,0.14373045,0.21,uw,uw60826637,2014-07-24T19:44:49.243Z,"3km NNE of Highland, Washington",quarry
2014-07-24T19:21:24.500Z,32.917,-116.2518333,6.95,1.54,ml,5,118,0.001249,0.05,ci,ci37206389,2014-07-24T20:26:00.922Z,"28km ENE of Pine Valley, California",earthquake
2014-07-24T19:20:14.640Z,32.9038333,-116.268,8.78,3.52,ml,58,47,0.01782,0.21,ci,ci15530681,2014-07-25T19:21:21.121Z,"26km ENE of Pine Valley, California",earthquake
2014-07-24T19:14:37.700Z,34.285,-118.6035,17.01,1.22,ml,10,117,0.05916,0.09,ci,ci15530673,2014-07-24T20:00:16.830Z,"9km E of Santa Susana, California",earthquake
2014-07-24T19:13:09.886Z,39.6473,-119.4041,12.7197,0.09,ml,6,179.18,0.065,0.1234,nn,nn00453607,2014-07-29T16:18:11.415Z,"13km WNW of Fernley, Nevada",earthquake
2014-07-24T19:11:29.000Z,60.3698,-140.2156,10,1.1,ml,,,,0.8,ak,ak11335718,2014-07-24T20:55:21.879Z,"95km NNW of Yakutat, Alaska",earthquake
2014-07-24T19:08:51.000Z,36.0585,-117.6596667,8.95,0.85,ml,7,93,0.1312,0.12,ci,ci15530665,2014-07-24T20:02:31.831Z,"39km NW of Searles Valley, California",earthquake
2014-07-24T19:05:56.430Z,37.3246667,-122.0988333,0.01,1.34,md,21,83,0.05618,0.04,nc,nc72263996,2014-08-07T21:43:38.590Z,"2km S of Loyola, California",quarry_blast
2014-07-24T19:02:39.600Z,44.5273,-123.296,0,1.6,Md,,230.4,0.06288207,0.29,uw,uw60826627,2014-07-24T19:41:13.835Z,"4km SSW of Corvallis, Oregon",quarry
2014-07-24T18:50:53.290Z,38.751,-122.6946667,2.28,0.19,md,9,123,0.004019,0.06,nc,nc72263991,2014-08-07T21:43:28.280Z,"6km W of Middletown, California",earthquake
2014-07-24T18:48:27.300Z,10.0536,-84.2402,10,4,mb,,177,0.136,0.71,us,usb000rx2l,2014-08-14T07:06:34.652Z,"3km SW of Sabanilla, Costa Rica",earthquake
2014-07-24T18:45:48.000Z,61.4601,-150.2061,35.1,1.8,ml,,,,0.54,ak,ak11335682,2014-07-24T19:13:04.835Z,"15km WSW of Big Lake, Alaska",earthquake
2014-07-24T18:44:34.160Z,34.1173333,-118.4846667,9.5,1.54,ml,19,128,0.02697,0.16,ci,ci15530657,2014-07-24T20:07:41.080Z,"8km NW of Westwood, California",earthquake
2014-07-24T18:31:51.561Z,39.6678,-119.9336,2.8751,0.21,ml,5,143.37,0.064,0.1411,nn,nn00453603,2014-07-29T16:05:35.710Z,"3km ESE of Cold Springs, Nevada",earthquake
2014-07-24T18:07:09.090Z,38.8441658,-122.8235016,1.91,0.43,md,6,92,0.01048,0.03,nc,nc72263966,2014-07-24T18:08:44.830Z,"9km WNW of Cobb, California",earthquake
2014-07-24T18:06:01.000Z,62.0928,-149.7051,26,2.8,ml,,,,0.61,ak,ak11335668,2014-07-25T02:08:43.676Z,"10km SE of Y, Alaska",earthquake
2014-07-24T18:04:10.260Z,38.8151665,-122.8255005,2.73,0.56,md,9,82,0.006914,0.03,nc,nc72263961,2014-07-24T18:05:44.820Z,"7km NW of The Geysers, California",earthquake
2014-07-24T18:03:05.600Z,47.5068,-122.9437,14.3,-0.1,Md,,219.6,0.09881468,0.11,uw,uw60063713,2014-07-24T19:46:24.427Z,"10km NW of Belfair, Washington",earthquake
2014-07-24T18:02:35.900Z,46.7245,-123.4137,0,1.1,Md,,93.6,0.17966306,0.56,uw,uw60826602,2014-07-24T19:47:30.550Z,"24km E of Raymond, Washington",quarry
2014-07-24T17:54:28.250Z,35.9231667,-120.4708333,5.02,0.94,md,37,55,0.01784,0.05,nc,nc72263951,2014-08-07T21:43:17.890Z,"26km SSW of Coalinga, California",earthquake
2014-07-24T17:21:24.940Z,37.5033333,-119.3396667,8.08,1.13,md,6,341,0.2424,0.04,nc,nc72263921,2014-08-07T21:42:57.340Z,"33km NE of Oakhurst, California",earthquake
2014-07-24T17:21:24.200Z,37.4915,-119.375,11.54,1.52,md,13,108,0.1735,0.33,nc,nc72263926,2014-08-07T21:43:07.600Z,"30km NE of Oakhurst, California",earthquake
2014-07-24T17:19:29.060Z,35.929,-117.1798333,0.01,0.76,ml,8,106,0.09219,0.15,ci,ci15530617,2014-07-24T20:18:06.988Z,"27km NE of Searles Valley, California",quarry_blast
2014-07-24T17:12:43.200Z,17.7486,-63.5962,136,3.6,Md,11,158.4,0.35932611,0.17,pr,pr14205002,2014-07-25T01:15:12.050Z,"39km WNW of The Bottom, Bonaire, Saint Eustatius and Saba ",earthquake
2014-07-24T17:10:20.440Z,-5.6091,145.3914,75.18,5.4,mb,,32,4.158,1.07,us,usb000rwxu,2014-07-24T17:42:12.295Z,"52km N of Goroka, Papua New Guinea",earthquake
2014-07-24T17:03:52.270Z,34.008,-116.7591667,18.95,1.35,ml,26,57,0.04862,0.09,ci,ci15530609,2014-07-24T20:15:42.800Z,"10km NNE of Cabazon, California",earthquake
2014-07-24T16:59:04.400Z,45.9465,-122.3303,0,0.8,Md,,212.4,0.06288207,0.17,uw,uw60826562,2014-07-24T18:14:35.607Z,"9km ENE of Amboy, Washington",quarry
2014-07-24T16:56:19.900Z,38.8267,-122.8658,3.1,0.3,Md,6,151.2,0.02694946,0.01,nc,nc72263891,2014-07-24T17:40:05.838Z,"10km WNW of The Geysers, California",earthquake
2014-07-24T16:51:15.720Z,42.3019,144.8227,53.84,4.4,mb,,115,1.271,0.88,us,usb000rwxf,2014-07-25T15:03:39.000Z,"83km SSE of Kushiro, Japan",earthquake
2014-07-24T16:51:08.630Z,41.0428333,-125.194,0.63,2.51,md,30,291,0.9106,0.22,nc,nc72263886,2014-08-07T21:43:17.690Z,"90km WNW of Eureka, California",earthquake
2014-07-24T16:49:40.000Z,61.6215,-150.6217,77.2,1.5,ml,,,,0.57,ak,ak11335629,2014-07-24T17:20:35.607Z,"33km WSW of Willow, Alaska",earthquake
2014-07-24T16:49:00.600Z,38.7847,-122.7383,2.1,1,Md,15,57.6,0,0.04,nc,nc72263881,2014-07-24T17:26:04.291Z,"1km ENE of The Geysers, California",earthquake
2014-07-24T16:48:40.700Z,38.7832,-122.7373,2.2,0.9,Md,11,72,0.01796631,0.03,nc,nc72263876,2014-07-24T17:26:04.289Z,"1km ENE of The Geysers, California",earthquake
2014-07-24T16:44:34.780Z,35.7875,-117.5885,7.39,0.55,ml,8,132,0.02912,0.11,ci,ci15530601,2014-07-24T20:10:31.905Z,"16km W of Searles Valley, California",earthquake
2014-07-24T16:43:20.400Z,37.664,-118.8753333,5.23,0.2,md,12,160,0.02597,0.05,nc,nc72263871,2014-08-07T21:42:36.670Z,"8km ENE of Mammoth Lakes, California",earthquake
2014-07-24T16:35:24.300Z,35.7248333,-121.1233333,6.73,0.93,md,12,101,0.03299,0.05,nc,nc72263866,2014-08-07T21:42:26.390Z,"10km NE of San Simeon, California",earthquake
2014-07-24T16:23:44.000Z,59.6765,-146.245,9.7,2,ml,,,,0.57,ak,ak11335626,2014-07-24T16:51:24.125Z,"27km N of Middleton Island, Alaska",earthquake
2014-07-24T16:17:29.480Z,34.3458333,-116.8826667,0.01,1.3,ml,16,66,0.08909,0.13,ci,ci15530593,2014-07-24T17:03:00.010Z,"10km NNW of Big Bear City, California",quarry_blast
2014-07-24T16:10:15.149Z,41.8753,-119.6351,0,1.6,ml,3,220.73,0.498,0.1848,nn,nn00453071,2014-07-24T17:43:39.887Z,"68km ESE of Lakeview, Oregon",earthquake
2014-07-24T16:04:30.000Z,60.1158,-153.3056,100,3.1,ml,,,,0.95,ak,ak11335609,2014-07-25T13:57:32.000Z,"51km SW of Redoubt Volcano, Alaska",earthquake
2014-07-24T15:44:53.140Z,35.7305,-121.1171667,6.54,2.85,ml,91,49,0.03133,0.07,nc,nc72263841,2014-08-07T21:42:41.059Z,"11km NE of San Simeon, California",earthquake
2014-07-24T15:43:42.800Z,38.8203,-122.8137,3.4,1.4,Md,30,75.6,0,0.02,nc,nc72263831,2014-07-24T19:23:07.077Z,"6km NW of The Geysers, California",earthquake
2014-07-24T15:40:14.620Z,37.9113333,-120.522,0.01,2.01,md,7,106,0.1006,0.08,nc,nc72263836,2014-08-07T21:42:05.100Z,"9km WSW of Jamestown, California",quarry_blast
2014-07-24T15:38:23.200Z,46.2,-122.1848,3.4,-0.6,Md,,133.2,0.05389892,0.05,uw,uw60063708,2014-07-24T19:51:10.919Z,"38km NNE of Amboy, Washington",earthquake
2014-07-24T15:37:30.060Z,36.1845,-118,2.55,0.87,ml,10,133,0.1351,0.06,ci,ci15530569,2014-07-24T16:51:00.000Z,"47km S of Lone Pine, California",earthquake
2014-07-24T15:28:52.800Z,38.8103,-122.8277,2.9,0.6,Md,8,86.4,0,0.02,nc,nc72263826,2014-07-24T16:23:02.222Z,"7km WNW of The Geysers, California",earthquake
2014-07-24T15:25:19.900Z,38.8097,-122.8243,2.6,1.2,Md,20,133.2,0,0.03,nc,nc72263821,2014-07-24T18:54:08.921Z,"6km WNW of The Geysers, California",earthquake
2014-07-24T15:25:16.800Z,43.4063333,-73.9891667,7,1.56,ml,22,69,0.2353,0.31,ld,ld60074876,2014-07-24T16:23:08.577Z,"15km NW of Hadley, New York",earthquake
2014-07-24T15:23:27.570Z,35.7283333,-121.1203333,6.99,0.91,md,13,96,0.03137,0.03,nc,nc72263816,2014-08-07T21:41:54.790Z,"11km NE of San Simeon, California",earthquake
2014-07-24T15:23:02.370Z,35.73,-121.1215,6.87,0.94,md,15,65,0.02947,0.07,nc,nc72263811,2014-08-07T21:41:44.500Z,"11km NNE of San Simeon, California",earthquake
2014-07-24T15:20:51.870Z,35.7288333,-121.1191667,6.72,2.63,md,76,49,0.03155,0.05,nc,nc72263801,2014-08-07T21:42:04.274Z,"11km NE of San Simeon, California",earthquake
2014-07-24T15:20:22.000Z,38.8147,-122.7952,3.4,0.9,Md,19,61.2,0.00898315,0.03,nc,nc72263806,2014-07-24T17:30:09.751Z,"5km NW of The Geysers, California",earthquake
2014-07-24T15:00:23.000Z,62.1834,-148.4069,29,1,ml,,,,0.53,ak,ak11335584,2014-07-24T15:53:20.626Z,"49km NNE of Sutton-Alpine, Alaska",earthquake
2014-07-24T14:53:34.000Z,61.4997,-149.9954,49,2.1,ml,,,,0.49,ak,ak11335559,2014-07-24T15:26:36.271Z,"3km SW of Big Lake, Alaska",earthquake
2014-07-24T14:52:23.125Z,39.4189,-119.2725,11.2626,0.84,ml,8,157.36,0.305,0.0906,nn,nn00453051,2014-07-29T16:40:59.108Z,"4km W of Silver Springs, Nevada",earthquake
2014-07-24T14:49:48.630Z,-9.3255,115.4015,65.31,4,mb,,71,1.498,0.77,us,usb000rx2g,2014-07-25T05:11:26.000Z,"61km SSE of Bualu, Indonesia",earthquake
2014-07-24T14:46:21.000Z,61.6128,-147.5801,13.5,2.3,ml,,,,0.82,ak,ak11335551,2014-07-24T15:26:35.125Z,"70km ESE of Sutton-Alpine, Alaska",earthquake
2014-07-24T14:39:46.000Z,51.4289,-174.6408,26.5,3.7,ml,,,,0.5,ak,ak11335546,2014-07-24T22:42:15.857Z,"90km SSW of Atka, Alaska",earthquake
2014-07-24T14:34:26.900Z,39.4475,-111.2125,-3.5,1.4,Ml,,118.8,0.1527136,0.1,uu,uu60078372,2014-07-28T16:22:00.564Z,"23km ESE of Mount Pleasant, Utah",earthquake
2014-07-24T14:30:35.000Z,60.08,-153.3,100,3,ml,,,,0.98,ak,ak11335536,2014-07-24T22:33:04.252Z,"54km SW of Redoubt Volcano, Alaska",earthquake
2014-07-24T14:27:20.440Z,34.2903333,-119.8208333,0.07,1.98,ml,19,158,0.1651,0.22,ci,ci15530553,2014-07-24T16:44:24.330Z,"14km SSE of Isla Vista, California",earthquake
2014-07-24T13:54:06.970Z,33.0016667,-116.4506667,8.69,0.7,ml,10,111,0.1119,0.08,ci,ci15530537,2014-07-24T16:45:50.220Z,"16km ESE of Julian, California",earthquake
2014-07-24T13:40:24.000Z,60.9931,-147.1145,20.2,1.7,ml,,,,0.61,ak,ak11335533,2014-07-24T14:04:51.001Z,"44km WSW of Valdez, Alaska",earthquake
2014-07-24T13:32:48.600Z,38.8225,-122.8618,2.9,0.6,Md,9,79.2,0.01796631,0.01,nc,nc72263716,2014-07-24T13:49:05.282Z,"10km WNW of The Geysers, California",earthquake
2014-07-24T13:14:02.200Z,44.8018,-111.4978,0.8,1.1,mc,7,176.399985888001,0.06288207,0.56,mb,mb30656,2014-07-24T13:13:53.015Z,"34km WNW of West Yellowstone, Montana",earthquake
2014-07-24T13:07:29.300Z,48.4657,-123.253,20.4,0.8,Md,,100.8,0.07186522,0.19,uw,uw60826462,2014-07-24T15:36:41.709Z,"9km ENE of Victoria, Canada",earthquake
2014-07-24T13:03:02.990Z,35.7295,-121.1221667,6.8,1.27,md,29,52,0.02955,0.07,nc,nc72263711,2014-08-07T21:41:23.500Z,"11km NNE of San Simeon, California",earthquake
2014-07-24T12:59:26.780Z,35.9878333,-120.5463333,3.38,0.36,md,23,78,0.005754,0.1,nc,nc72263706,2014-08-07T21:41:13.190Z,"23km SW of Coalinga, California",earthquake
2014-07-24T12:41:30.920Z,34.1233333,-118.4981667,9.4,1.47,ml,22,128,0.03965,0.14,ci,ci15530529,2014-07-24T14:01:25.000Z,"9km NW of Westwood, California",earthquake
2014-07-24T12:37:50.730Z,35.7666667,-120.3066667,4.72,1.25,md,43,48,0.02307,0.07,nc,nc72263701,2014-08-07T21:41:02.810Z,"13km NNE of Shandon, California",earthquake
2014-07-24T12:33:42.000Z,63.1672,-148.9932,96,1,ml,,,,0.75,ak,ak11335515,2014-07-24T13:16:43.193Z,"25km S of Cantwell, Alaska",earthquake
2014-07-24T12:33:20.130Z,32.6206667,-115.7376667,9.83,0.96,ml,9,133,0.03013,0.05,ci,ci15530521,2014-07-24T14:22:24.530Z,"15km WNW of Progreso, Mexico",earthquake
2014-07-24T12:31:47.000Z,60.2471,-141.0526,1.3,1,ml,,,,0.89,ak,ak11335514,2014-07-24T12:49:53.218Z,"79km ENE of Cape Yakataga, Alaska",earthquake
2014-07-24T12:30:59.310Z,37.443,-118.605,10.77,0.76,md,16,75,0.09564,0.04,nc,nc72263696,2014-08-07T21:40:52.500Z,"16km NW of West Bishop, California",earthquake
2014-07-24T12:19:34.500Z,47.7395,-122.015,1.4,1.9,Ml,,61.2,0.01796631,0.25,uw,uw60826452,2014-07-24T20:22:14.590Z,"2km W of Duvall, Washington",earthquake
2014-07-24T12:12:50.300Z,38.822,-122.7792,1.8,1.5,Md,19,111.6,0.00898315,0.03,nc,nc72263691,2014-07-24T14:43:06.027Z,"4km W of Cobb, California",earthquake
2014-07-24T12:04:05.610Z,32.1186667,-116.3923333,10,1.97,ml,13,117,0.3008,0.24,ci,ci15530505,2014-07-24T14:26:44.400Z,"35km NE of Ensenada, Mexico",earthquake
